rainfall_mm,flood_index,alert_count_on_route,active_landslide_alerts,road_disruption_count,historical_risk_score,vehicle_type_weight,risk_level
63.91,0.48,1,2,0,0.605,0.9,MEDIUM
132.43,0.721,0,0,1,0.328,1.8,MEDIUM
63.75,0.375,1,0,0,0.31,1.3,LOW
137.64,0.767,2,0,0,0.222,0.8,MEDIUM
51.73,0.455,2,0,1,0.27,0.9,MEDIUM
24.57,0.249,1,0,0,0.309,1.6,LOW
190.33,0.82,0,0,0,0.139,1.6,MEDIUM
52.54,0.303,3,0,0,0.212,0.9,LOW
100.28,0.641,2,0,0,0.743,1.6,MEDIUM
100.42,0.6,0,1,0,0.383,1.8,MEDIUM
76.9,0.395,4,3,0,0.176,1.8,MEDIUM
51.39,0.39,2,0,0,0.366,1.6,LOW
94.25,0.541,0,0,1,0.285,1.6,MEDIUM
166.61,0.785,1,2,0,0.214,1.8,HIGH
58.53,0.391,0,0,0,0.324,0.9,LOW
120.2,0.575,4,1,2,0.291,0.8,HIGH
4.81,0.267,0,0,0,0.418,1.3,LOW
133.58,0.49,3,0,0,0.492,1.8,MEDIUM
179.41,0.68,1,0,0,0.371,0.9,MEDIUM
125.74,0.659,5,0,1,0.43,1.8,HIGH
62.47,0.335,5,1,0,0.603,1.8,MEDIUM
100.66,0.417,6,0,0,0.316,0.9,MEDIUM
115.55,0.582,1,1,2,0.273,1.8,MEDIUM
161.78,0.705,1,0,1,0.313,1.0,MEDIUM
79.73,0.482,0,0,0,0.129,0.8,LOW
58.09,0.301,3,0,0,0.4,1.3,LOW
112.95,0.546,4,3,0,0.367,1.2,HIGH
136.04,0.515,3,1,1,0.325,0.9,MEDIUM
31.77,0.258,0,0,0,0.326,0.8,LOW
109.91,0.422,5,0,1,0.245,1.2,MEDIUM
11.8,0.1,0,0,0,0.087,0.9,LOW
177.47,0.87,0,0,2,0.356,1.2,HIGH
48.72,0.404,4,0,0,0.28,1.0,MEDIUM
53.54,0.306,0,1,0,0.261,1.0,LOW
68.07,0.423,0,0,0,0.127,1.8,LOW
22.16,0.235,3,0,0,0.348,0.9,LOW
43.6,0.394,2,1,0,0.17,1.6,MEDIUM
37.48,0.411,0,0,0,0.16,1.6,LOW
115.64,0.542,0,0,0,0.338,0.8,MEDIUM
55.91,0.273,3,0,0,0.436,1.0,LOW
45.56,0.217,4,0,0,0.211,0.8,LOW
25.13,0.104,0,0,0,0.459,1.2,LOW
139.27,0.53,4,0,0,0.373,1.3,MEDIUM
20.59,0.239,3,0,0,0.538,1.0,LOW
152.9,0.832,0,0,1,0.543,1.0,MEDIUM
96.95,0.441,0,0,2,0.226,1.3,MEDIUM
105.02,0.438,3,0,0,0.165,0.9,MEDIUM
60.34,0.299,1,0,0,0.297,1.0,LOW
12.89,0.142,1,0,0,0.25,1.0,LOW
37.74,0.228,4,0,0,0.554,1.8,MEDIUM
68.68,0.38,1,1,0,0.071,1.2,MEDIUM
135.51,0.754,2,0,1,0.381,0.9,MEDIUM
106.35,0.575,0,1,1,0.343,1.6,MEDIUM
45.73,0.244,4,0,0,0.284,0.9,LOW
91.44,0.562,1,2,1,0.227,0.9,MEDIUM
80.36,0.507,2,0,1,0.005,1.0,MEDIUM
38.21,0.319,1,0,0,0.147,0.9,LOW
117.91,0.431,0,0,0,0.124,1.6,MEDIUM
217.26,0.727,1,1,0,0.077,0.8,MEDIUM
61.19,0.266,3,0,0,0.128,0.8,LOW
95.52,0.396,1,1,2,0.317,1.6,MEDIUM
35.38,0.228,0,0,0,0.59,0.9,LOW
57.58,0.267,1,0,0,0.627,1.2,LOW
61.56,0.409,2,3,1,0.161,1.0,MEDIUM
46.52,0.278,2,1,0,0.252,0.8,MEDIUM
19.13,0.219,0,0,1,0.149,1.2,LOW
11.44,0.322,2,0,0,0.481,1.0,LOW
80.35,0.475,0,2,0,0.336,1.6,MEDIUM
126.18,0.51,2,0,0,0.382,1.6,MEDIUM
77.55,0.283,2,1,0,0.291,1.8,MEDIUM
22.53,0.259,2,0,1,0.462,1.8,LOW
198.09,0.694,5,0,0,0.557,1.3,HIGH
176.48,0.909,3,1,0,0.502,1.6,HIGH
102.47,0.561,7,1,0,0.101,0.8,MEDIUM
47.13,0.219,2,0,1,0.614,0.9,LOW
147.28,0.685,6,0,0,0.288,1.8,HIGH
62.8,0.26,1,0,0,0.267,1.8,LOW
60.15,0.493,1,0,0,0.324,1.6,LOW
161.5,0.778,2,0,2,0.494,1.8,HIGH
78.69,0.373,1,0,0,0.111,1.8,LOW
185.37,0.84,2,0,0,0.086,1.2,MEDIUM
10.1,0.097,0,0,2,0.687,1.2,LOW
156.17,0.547,3,1,0,0.137,0.8,MEDIUM
27.35,0.253,2,1,1,0.481,1.8,MEDIUM
58.07,0.337,1,0,0,0.109,1.3,LOW
182.98,0.694,2,0,0,0.341,0.8,MEDIUM
57.23,0.238,0,0,1,0.097,1.8,LOW
208.41,0.863,1,0,0,0.272,1.6,MEDIUM
89.16,0.366,0,0,0,0.339,1.6,LOW
49.58,0.367,0,0,0,0.08,1.2,LOW
93.34,0.493,2,1,0,0.408,0.9,MEDIUM
71.91,0.312,0,1,0,0.465,1.8,MEDIUM
57.41,0.336,2,1,0,0.421,0.8,MEDIUM
52.86,0.219,2,0,1,0.503,1.3,LOW
131.02,0.53,0,0,0,0.353,1.6,MEDIUM
86.32,0.531,2,1,0,0.458,1.8,MEDIUM
31.38,0.408,7,0,1,0.769,1.2,MEDIUM
39.12,0.337,0,0,0,0.432,0.9,LOW
22.01,0.309,2,0,0,0.305,1.0,LOW
147.7,0.799,2,0,1,0.437,0.8,MEDIUM
105.89,0.406,1,0,2,0.186,0.9,MEDIUM
65.92,0.453,3,0,0,0.395,1.3,MEDIUM
40.04,0.231,1,1,0,0.143,1.8,LOW
145.91,0.578,1,0,0,0.11,0.9,MEDIUM
154.77,0.745,0,0,1,0.452,0.9,MEDIUM
93.24,0.44,0,0,0,0.156,1.6,MEDIUM
43.94,0.156,0,0,0,0.319,1.3,LOW
33.96,0.365,5,0,1,0.125,1.8,MEDIUM
88.41,0.347,0,2,0,0.69,1.8,MEDIUM
10.94,0.224,5,0,0,0.491,1.2,LOW
50.77,0.394,1,0,0,0.183,0.8,LOW
83.86,0.37,2,2,0,0.065,1.6,MEDIUM
59.31,0.237,3,0,1,0.246,1.0,LOW
96.94,0.358,1,0,3,0.069,1.6,MEDIUM
68.02,0.523,1,3,0,0.205,1.2,MEDIUM
83.5,0.541,1,1,0,0.108,1.8,MEDIUM
57.97,0.25,2,0,0,0.526,1.2,LOW
107.95,0.608,1,0,2,0.612,0.9,MEDIUM
167.35,0.731,1,0,0,0.147,1.0,MEDIUM
196.66,0.98,3,0,1,0.219,1.0,HIGH
44.65,0.385,2,1,0,0.048,0.9,MEDIUM
29.73,0.274,1,0,0,0.292,1.2,LOW
82.23,0.404,2,0,2,0.129,1.3,MEDIUM
189.77,0.827,1,0,0,0.1,1.6,MEDIUM
85.3,0.384,5,0,1,0.429,1.2,MEDIUM
5.4,0.312,3,2,0,0.158,1.2,MEDIUM
142.67,0.651,2,1,0,0.336,1.0,HIGH
98.55,0.467,1,0,0,0.294,1.3,MEDIUM
45.46,0.448,3,1,0,0.373,1.6,MEDIUM
38.11,0.257,2,0,1,0.369,1.2,LOW
38.41,0.235,3,0,0,0.465,1.0,LOW
30.6,0.114,0,0,0,0.7,0.9,LOW
49.33,0.408,0,0,0,0.557,0.8,LOW
66.26,0.235,0,0,0,0.246,1.2,LOW
39.25,0.36,5,1,0,0.542,1.3,MEDIUM
126.03,0.68,2,0,0,0.18,0.8,MEDIUM
187.29,0.92,2,0,0,0.319,1.3,HIGH
28.37,0.25,1,0,0,0.271,0.9,LOW
171.25,0.709,0,1,0,0.104,0.8,MEDIUM
25.77,0.339,2,0,0,0.539,1.0,LOW
26.4,0.1,0,0,1,0.566,1.3,LOW
88.01,0.358,1,1,1,0.264,1.0,MEDIUM
128.15,0.612,3,0,0,0.21,1.8,MEDIUM
77.95,0.48,2,0,0,0.496,1.3,MEDIUM
103.8,0.428,0,0,0,0.227,1.3,LOW
32.09,0.268,5,0,0,0.229,1.0,LOW
171.97,0.639,3,0,0,0.391,1.6,MEDIUM
51.54,0.358,2,2,1,0.32,1.3,MEDIUM
51.99,0.358,2,0,1,0.352,1.6,MEDIUM
124.69,0.713,5,0,2,0.232,0.9,HIGH
136.94,0.608,0,0,0,0.506,1.2,MEDIUM
101.63,0.6,3,2,0,0.227,1.0,HIGH
100.59,0.44,2,0,0,0.165,1.6,MEDIUM
84.0,0.445,7,0,0,0.058,0.8,MEDIUM
135.41,0.592,7,1,0,0.677,1.8,HIGH
33.8,0.349,1,3,0,0.441,1.3,MEDIUM
83.29,0.553,1,0,0,0.154,0.9,MEDIUM
43.61,0.359,1,1,0,0.754,1.8,MEDIUM
71.0,0.4,1,0,0,0.07,0.9,LOW
88.61,0.391,2,0,1,0.338,1.3,MEDIUM
21.77,0.137,4,1,2,0.3,0.8,MEDIUM
135.77,0.585,0,0,0,0.202,0.9,MEDIUM
87.73,0.476,2,0,0,0.143,1.2,MEDIUM
124.51,0.608,5,0,0,0.191,1.3,MEDIUM
61.85,0.284,5,0,0,0.617,0.8,MEDIUM
35.48,0.233,1,0,1,0.339,0.8,LOW
198.32,0.817,2,0,0,0.421,1.8,MEDIUM
118.49,0.573,2,0,0,0.466,1.3,MEDIUM
72.14,0.432,1,0,0,0.159,0.8,LOW
95.51,0.535,3,0,0,0.469,0.9,MEDIUM
54.39,0.191,4,0,1,0.395,1.8,MEDIUM
174.66,0.858,0,2,0,0.136,1.0,HIGH
49.24,0.399,1,0,0,0.073,1.3,LOW
108.05,0.654,5,0,1,0.274,1.0,MEDIUM
52.55,0.188,5,2,0,0.288,0.9,MEDIUM
113.33,0.582,1,0,0,0.44,0.8,MEDIUM
80.37,0.33,3,1,3,0.356,1.8,MEDIUM
137.46,0.599,0,0,0,0.531,0.8,MEDIUM
180.56,0.685,2,2,0,0.349,0.8,HIGH
116.81,0.599,0,0,0,0.536,1.2,MEDIUM
111.68,0.508,0,0,0,0.242,1.3,MEDIUM
23.63,0.361,1,0,0,0.383,1.3,LOW
39.39,0.203,0,0,3,0.123,0.9,LOW
138.86,0.742,1,1,0,0.068,0.9,MEDIUM
81.96,0.509,5,1,2,0.43,1.2,HIGH
46.64,0.372,4,0,0,0.24,0.8,MEDIUM
86.24,0.358,5,2,1,0.135,1.0,MEDIUM
128.63,0.484,1,0,0,0.189,0.8,MEDIUM
65.86,0.439,2,2,0,0.374,1.8,MEDIUM
88.58,0.511,0,2,0,0.28,1.2,MEDIUM
73.12,0.343,1,0,0,0.774,1.6,MEDIUM
5.79,0.278,3,1,0,0.264,1.3,LOW
31.48,0.342,6,0,0,0.519,0.9,MEDIUM
157.0,0.659,1,0,0,0.578,1.2,MEDIUM
39.23,0.424,2,0,0,0.062,1.3,LOW
149.14,0.617,2,1,0,0.41,1.8,MEDIUM
136.92,0.604,4,0,0,0.355,1.6,MEDIUM
88.7,0.591,3,0,0,0.746,1.8,MEDIUM
44.76,0.301,1,0,0,0.161,1.0,LOW
94.03,0.451,5,0,0,0.585,1.0,MEDIUM
32.04,0.235,1,0,0,0.327,0.9,LOW
86.42,0.597,1,0,0,0.423,1.6,MEDIUM
57.17,0.427,1,0,0,0.459,1.3,LOW
178.54,0.682,0,1,2,0.114,1.8,MEDIUM
61.8,0.39,1,0,0,0.255,1.6,LOW
48.95,0.19,2,0,0,0.235,1.8,LOW
113.06,0.622,4,0,0,0.324,1.0,MEDIUM
39.86,0.27,2,0,2,0.454,1.3,MEDIUM
169.71,0.869,1,0,0,0.345,1.0,MEDIUM
113.24,0.638,3,0,0,0.134,0.9,MEDIUM
70.49,0.514,1,0,0,0.48,1.6,MEDIUM
134.54,0.527,0,0,0,0.318,1.2,MEDIUM
31.91,0.168,5,1,0,0.312,1.0,MEDIUM
83.35,0.504,1,0,0,0.222,1.2,MEDIUM
168.5,0.785,3,0,2,0.349,0.9,HIGH
125.18,0.444,1,1,1,0.097,0.8,MEDIUM
18.33,0.254,2,1,1,0.362,1.2,LOW
46.68,0.285,0,0,1,0.038,0.9,LOW
125.95,0.665,2,0,1,0.382,1.2,MEDIUM
115.0,0.411,3,1,0,0.325,1.0,MEDIUM
52.79,0.37,0,1,1,0.383,1.2,MEDIUM
97.82,0.63,1,0,1,0.116,1.8,MEDIUM
32.05,0.183,1,1,0,0.637,0.8,LOW
31.8,0.364,0,0,0,0.677,0.8,LOW
98.36,0.386,2,0,1,0.24,1.6,MEDIUM
119.31,0.555,0,2,0,0.089,1.2,MEDIUM
55.84,0.258,1,0,0,0.408,0.8,LOW
99.83,0.579,1,0,0,0.288,1.6,MEDIUM
78.16,0.553,5,0,0,0.438,1.2,MEDIUM
96.24,0.36,1,0,3,0.22,1.6,MEDIUM
92.55,0.369,0,1,0,0.33,1.6,MEDIUM
45.13,0.248,0,0,0,0.239,1.6,LOW
145.02,0.688,6,0,0,0.253,1.3,HIGH
114.03,0.62,0,1,0,0.517,1.8,MEDIUM
97.64,0.57,1,0,0,0.583,1.0,MEDIUM
118.25,0.698,0,1,0,0.535,1.8,MEDIUM
81.91,0.292,0,0,1,0.329,1.2,MEDIUM
104.63,0.555,0,0,0,0.356,0.9,MEDIUM
86.2,0.418,0,0,0,0.288,1.0,MEDIUM
146.63,0.578,3,2,0,0.044,0.8,HIGH
17.83,0.346,3,0,3,0.371,1.6,MEDIUM
175.1,0.646,0,1,0,0.534,1.8,MEDIUM
72.17,0.505,3,0,0,0.057,1.2,MEDIUM
65.17,0.274,1,0,1,0.345,1.3,LOW
134.76,0.686,3,0,0,0.243,1.8,MEDIUM
58.23,0.334,2,0,1,0.32,1.2,MEDIUM
36.86,0.311,4,0,1,0.292,1.2,MEDIUM
35.14,0.143,0,0,0,0.064,0.8,LOW
41.18,0.355,7,1,1,0.515,0.9,MEDIUM
93.22,0.421,4,1,0,0.424,0.8,MEDIUM
62.1,0.432,0,0,0,0.344,1.6,LOW
124.66,0.598,5,2,1,0.198,1.0,HIGH
119.1,0.573,2,3,0,0.092,1.2,MEDIUM
86.51,0.431,2,0,1,0.174,1.6,MEDIUM
87.22,0.365,1,0,2,0.306,1.8,MEDIUM
100.69,0.619,0,3,0,0.201,1.3,MEDIUM
32.55,0.25,0,0,0,0.215,1.2,LOW
50.94,0.416,3,0,0,0.53,1.6,MEDIUM
87.56,0.451,1,0,0,0.251,0.9,LOW
68.14,0.311,4,2,0,0.698,0.8,MEDIUM
125.6,0.454,2,0,0,0.453,1.2,MEDIUM
70.22,0.32,3,1,0,0.303,1.0,MEDIUM
192.03,0.934,0,1,1,0.321,0.9,HIGH
129.54,0.733,1,1,0,0.092,1.0,MEDIUM
10.41,0.216,0,0,0,0.204,1.8,LOW
137.29,0.519,3,0,0,0.069,1.6,MEDIUM
30.12,0.289,0,1,0,0.468,1.2,LOW
102.21,0.605,3,0,0,0.283,1.3,MEDIUM
184.1,0.704,3,0,0,0.637,1.6,HIGH
90.85,0.467,2,0,0,0.069,1.6,MEDIUM
38.92,0.254,0,0,2,0.49,1.8,LOW
78.06,0.385,2,0,0,0.702,0.8,MEDIUM
62.0,0.43,0,0,0,0.484,1.8,LOW
118.02,0.484,1,1,0,0.453,1.3,MEDIUM
110.66,0.642,4,1,0,0.145,1.8,MEDIUM
47.25,0.285,1,0,0,0.454,1.0,LOW
15.05,0.164,2,0,1,0.247,0.9,LOW
137.99,0.574,0,0,0,0.037,1.6,MEDIUM
54.57,0.439,1,1,0,0.24,1.8,MEDIUM
34.67,0.145,4,1,0,0.335,0.8,LOW
133.24,0.61,0,0,1,0.499,1.6,MEDIUM
87.57,0.328,3,0,3,0.494,1.0,MEDIUM
49.33,0.385,1,0,2,0.343,1.3,MEDIUM
25.72,0.3,0,0,0,0.282,1.6,LOW
93.31,0.478,3,0,0,0.524,1.8,MEDIUM
112.07,0.612,2,0,0,0.359,0.8,MEDIUM
53.44,0.419,3,1,0,0.413,1.3,MEDIUM
25.99,0.329,1,0,0,0.349,1.6,LOW
153.74,0.7,1,2,0,0.791,1.2,HIGH
36.42,0.362,4,0,1,0.184,1.2,MEDIUM
27.32,0.23,0,0,0,0.118,0.9,LOW
135.37,0.661,3,0,1,0.265,1.6,MEDIUM
89.46,0.527,0,0,1,0.469,0.8,MEDIUM
192.48,0.87,0,1,1,0.052,0.8,HIGH
44.4,0.185,0,1,0,0.187,0.9,LOW
217.59,0.746,0,0,1,0.157,1.8,MEDIUM
44.34,0.333,1,2,0,0.317,1.3,MEDIUM
83.81,0.367,0,0,1,0.211,1.2,MEDIUM
71.46,0.497,2,1,0,0.133,0.8,MEDIUM
39.27,0.416,3,0,0,0.193,1.6,LOW
33.47,0.216,1,0,1,0.165,0.9,LOW
175.87,0.721,1,0,0,0.052,1.6,MEDIUM
85.38,0.394,4,0,0,0.592,1.2,MEDIUM
72.85,0.308,4,0,0,0.402,1.0,MEDIUM
152.36,0.813,1,0,0,0.314,1.3,MEDIUM
137.11,0.589,2,0,1,0.286,1.8,MEDIUM
19.24,0.324,0,0,0,0.219,1.3,LOW
51.03,0.261,2,0,0,0.512,1.6,LOW
30.28,0.202,0,0,0,0.139,1.3,LOW
41.79,0.296,3,0,0,0.223,1.0,LOW
7.65,0.148,3,2,0,0.287,1.8,MEDIUM
59.85,0.368,4,0,0,0.481,1.3,MEDIUM
78.62,0.397,0,0,0,0.149,0.9,LOW
32.21,0.149,6,0,1,0.17,1.3,MEDIUM
77.59,0.299,0,0,0,0.146,1.3,LOW
146.99,0.793,5,0,0,0.051,1.6,MEDIUM
88.82,0.395,3,1,0,0.159,1.0,MEDIUM
212.64,0.786,0,1,0,0.131,1.8,MEDIUM
83.09,0.526,3,0,1,0.195,1.3,MEDIUM
50.13,0.453,4,0,0,0.32,1.2,MEDIUM
99.26,0.626,3,0,0,0.247,1.0,MEDIUM
61.3,0.342,3,0,0,0.322,0.9,LOW
47.22,0.392,0,0,0,0.139,1.0,LOW
88.84,0.571,3,1,0,0.111,1.6,MEDIUM
92.53,0.325,1,0,0,0.475,0.8,MEDIUM
120.65,0.446,0,1,2,0.147,1.8,MEDIUM
28.45,0.11,3,0,0,0.258,1.8,LOW
58.98,0.362,2,0,0,0.405,1.2,LOW
111.61,0.576,0,0,0,0.276,1.3,MEDIUM
197.18,0.93,0,0,0,0.312,1.8,MEDIUM
60.12,0.462,5,0,3,0.274,0.9,MEDIUM
59.02,0.38,2,1,2,0.224,0.9,MEDIUM
125.7,0.459,0,2,1,0.46,1.3,MEDIUM
50.96,0.309,1,0,0,0.325,1.6,LOW
163.49,0.634,1,1,0,0.081,1.3,MEDIUM
37.43,0.391,1,0,2,0.645,1.3,MEDIUM
59.25,0.27,0,0,0,0.392,0.9,LOW
32.62,0.195,0,0,0,0.155,0.8,LOW
33.93,0.153,0,0,1,0.73,1.2,LOW
108.44,0.481,3,0,0,0.368,1.0,MEDIUM
115.81,0.702,2,1,0,0.308,1.2,MEDIUM
28.57,0.311,0,0,0,0.122,1.8,LOW
171.44,0.845,3,0,1,0.216,1.8,HIGH
158.75,0.829,0,2,0,0.082,1.2,HIGH
154.17,0.642,1,0,0,0.205,1.2,MEDIUM
127.8,0.689,3,1,0,0.248,0.9,MEDIUM
99.16,0.558,4,0,1,0.198,1.2,MEDIUM
64.2,0.42,3,0,0,0.619,1.3,MEDIUM
91.99,0.41,3,0,0,0.112,0.8,MEDIUM
53.98,0.323,1,0,0,0.416,0.8,LOW
60.93,0.297,2,0,0,0.411,1.3,LOW
74.22,0.483,2,1,0,0.46,1.0,MEDIUM
46.91,0.416,0,0,0,0.457,0.9,LOW
39.1,0.36,3,0,0,0.486,1.0,LOW
126.28,0.548,1,0,2,0.61,1.6,MEDIUM
21.1,0.25,1,0,2,0.305,1.3,LOW
170.61,0.776,2,1,1,0.188,0.8,HIGH
21.41,0.245,1,0,0,0.549,0.8,LOW
89.32,0.367,2,0,0,0.121,1.6,MEDIUM
144.56,0.563,2,0,0,0.45,0.8,MEDIUM
36.12,0.368,1,0,1,0.094,0.9,LOW
95.39,0.348,0,1,2,0.577,1.3,MEDIUM
66.08,0.234,4,0,0,0.252,1.2,MEDIUM
89.9,0.563,2,0,0,0.544,0.8,MEDIUM
66.91,0.42,1,0,0,0.296,1.6,LOW
3.31,0.201,0,3,0,0.288,1.2,LOW
53.0,0.347,1,0,2,0.137,1.6,MEDIUM
179.3,0.9,0,0,1,0.411,1.0,MEDIUM
40.03,0.386,4,0,0,0.372,1.2,MEDIUM
59.19,0.392,1,0,1,0.393,1.3,MEDIUM
146.87,0.762,4,0,1,0.276,0.9,HIGH
42.91,0.236,5,0,1,0.787,1.3,MEDIUM
145.7,0.704,1,0,0,0.176,1.8,MEDIUM
141.03,0.602,0,0,2,0.531,0.8,MEDIUM
132.99,0.618,0,0,0,0.462,0.9,MEDIUM
53.32,0.368,3,0,0,0.347,0.9,LOW
35.28,0.208,3,0,3,0.551,1.2,MEDIUM
39.61,0.325,4,0,0,0.457,1.6,MEDIUM
212.19,0.954,1,0,0,0.44,1.3,MEDIUM
172.32,0.761,4,1,0,0.422,1.0,HIGH
146.5,0.553,0,0,1,0.396,1.0,MEDIUM
83.78,0.591,2,0,0,0.317,1.8,MEDIUM
114.5,0.541,5,1,0,0.349,1.2,MEDIUM
68.32,0.312,2,1,0,0.193,0.9,MEDIUM
130.19,0.466,4,0,1,0.089,1.3,MEDIUM
88.44,0.52,0,0,1,0.157,1.0,MEDIUM
39.7,0.316,0,0,0,0.419,1.3,LOW
68.33,0.309,0,2,0,0.184,1.2,MEDIUM
91.15,0.381,7,1,0,0.436,1.0,MEDIUM
185.98,0.937,6,0,1,0.103,1.8,HIGH
127.98,0.488,1,0,0,0.424,0.8,MEDIUM
83.04,0.582,0,0,0,0.368,1.3,MEDIUM
147.55,0.813,3,2,2,0.268,0.8,HIGH
94.38,0.477,0,0,0,0.378,0.8,MEDIUM
109.82,0.461,4,0,0,0.186,1.3,MEDIUM
91.55,0.395,0,0,0,0.265,1.3,LOW
119.33,0.564,2,0,0,0.112,1.2,MEDIUM
97.73,0.489,4,0,0,0.38,1.8,MEDIUM
38.87,0.181,0,0,0,0.403,0.9,LOW
132.51,0.63,1,0,1,0.683,1.6,MEDIUM
19.39,0.124,3,0,0,0.371,1.6,LOW
81.55,0.373,2,0,1,0.137,0.8,MEDIUM
131.03,0.684,0,0,3,0.263,1.2,MEDIUM
57.52,0.419,2,0,0,0.388,0.9,MEDIUM
41.22,0.226,1,0,2,0.588,1.3,LOW
105.68,0.427,5,0,0,0.321,0.9,MEDIUM
31.92,0.368,3,0,0,0.171,1.6,LOW
85.55,0.571,1,0,0,0.326,1.3,MEDIUM
79.8,0.339,2,1,1,0.319,1.8,MEDIUM
12.68,0.326,5,0,1,0.253,0.8,LOW
15.44,0.278,2,0,0,0.226,1.0,LOW
43.83,0.446,1,1,1,0.281,0.8,MEDIUM
125.68,0.595,2,0,0,0.081,0.8,MEDIUM
31.8,0.405,2,2,0,0.414,0.8,MEDIUM
105.45,0.51,3,0,2,0.169,1.0,MEDIUM
173.23,0.668,2,1,0,0.714,0.9,HIGH
175.47,0.626,1,1,0,0.344,1.2,MEDIUM
170.74,0.687,4,0,2,0.72,1.6,HIGH
62.84,0.384,0,1,1,0.581,1.3,MEDIUM
52.1,0.295,6,0,0,0.167,1.8,MEDIUM
32.05,0.139,1,0,0,0.235,0.8,LOW
102.41,0.589,3,0,0,0.179,0.9,MEDIUM
106.02,0.44,2,0,0,0.235,0.9,MEDIUM
115.39,0.422,3,2,1,0.38,1.0,HIGH
30.79,0.191,2,0,0,0.096,1.6,LOW
86.05,0.541,0,0,0,0.597,1.8,MEDIUM
12.23,0.066,3,1,0,0.321,1.3,LOW
78.88,0.375,4,0,0,0.511,1.8,MEDIUM
3.81,0.295,0,1,0,0.085,1.0,LOW
122.42,0.464,0,3,2,0.694,1.0,HIGH
145.01,0.583,0,0,0,0.133,1.3,MEDIUM
128.99,0.705,1,0,0,0.213,1.0,MEDIUM
132.92,0.733,0,1,0,0.56,0.9,MEDIUM
182.8,0.79,2,0,0,0.479,1.3,MEDIUM
20.77,0.254,2,1,0,0.481,1.3,LOW
119.2,0.48,2,0,2,0.087,1.0,MEDIUM
50.91,0.364,4,0,2,0.237,1.0,MEDIUM
34.94,0.39,0,0,0,0.297,1.2,LOW
170.08,0.788,7,0,0,0.075,1.2,HIGH
33.26,0.276,0,0,0,0.092,1.2,LOW
32.33,0.278,1,0,0,0.313,1.2,LOW
34.35,0.391,7,2,0,0.229,1.3,MEDIUM
55.31,0.3,1,0,1,0.134,1.3,LOW
36.39,0.28,0,0,0,0.066,0.8,LOW
26.51,0.369,4,0,0,0.179,0.9,LOW
6.43,0.041,1,2,0,0.595,0.9,LOW
30.02,0.155,0,0,1,0.189,1.2,LOW
40.84,0.157,0,2,0,0.617,1.0,MEDIUM
65.93,0.285,1,0,2,0.114,1.8,LOW
50.05,0.251,1,1,0,0.173,0.8,LOW
20.13,0.128,0,1,1,0.305,1.3,LOW
30.32,0.396,0,0,0,0.259,1.3,LOW
75.21,0.517,0,0,0,0.474,1.8,MEDIUM
42.72,0.31,1,2,0,0.213,1.2,MEDIUM
145.44,0.791,1,2,0,0.411,0.8,HIGH
166.78,0.788,0,1,0,0.486,1.6,HIGH
134.99,0.567,0,1,0,0.262,1.3,MEDIUM
136.54,0.583,1,0,2,0.119,0.9,MEDIUM
82.12,0.402,0,0,0,0.117,1.8,LOW
53.09,0.384,3,0,0,0.041,1.2,LOW
32.23,0.152,0,0,0,0.313,1.6,LOW
31.03,0.153,2,0,0,0.204,0.9,LOW
94.0,0.486,7,0,1,0.091,1.8,MEDIUM
34.42,0.288,3,0,0,0.183,1.0,LOW
112.4,0.679,1,0,2,0.242,0.9,MEDIUM
42.26,0.38,0,1,2,0.162,0.9,MEDIUM
13.37,0.306,4,0,2,0.089,1.2,LOW
116.74,0.482,1,0,0,0.106,1.6,MEDIUM
57.68,0.432,1,1,2,0.518,1.8,MEDIUM
24.6,0.222,1,0,1,0.54,1.3,LOW
121.82,0.708,4,0,0,0.331,0.9,MEDIUM
65.24,0.467,1,0,2,0.105,1.6,MEDIUM
72.52,0.325,1,0,0,0.592,1.3,LOW
36.01,0.253,3,0,0,0.069,1.0,LOW
67.81,0.27,1,2,0,0.275,1.6,MEDIUM
38.44,0.249,3,0,0,0.474,1.2,LOW
82.83,0.366,2,0,2,0.289,0.9,MEDIUM
58.76,0.498,3,1,1,0.362,0.9,MEDIUM
203.72,0.728,1,0,0,0.067,1.0,MEDIUM
95.28,0.429,0,0,2,0.293,0.9,MEDIUM
38.23,0.414,1,0,0,0.262,1.0,LOW
65.75,0.384,1,0,1,0.415,1.6,MEDIUM
62.74,0.393,3,0,0,0.164,1.3,LOW
43.61,0.29,2,1,0,0.278,0.8,LOW
90.19,0.361,4,0,0,0.474,1.6,MEDIUM
29.79,0.198,1,0,0,0.285,1.0,LOW
44.3,0.287,1,1,0,0.24,0.8,LOW
31.79,0.381,0,2,0,0.475,0.8,MEDIUM
80.05,0.448,1,0,0,0.434,1.6,MEDIUM
148.91,0.524,0,0,3,0.3,0.8,MEDIUM
41.44,0.184,2,1,0,0.097,1.6,LOW
37.39,0.316,4,2,0,0.257,0.9,MEDIUM
98.0,0.521,7,1,0,0.304,1.6,MEDIUM
66.5,0.267,2,0,2,0.517,1.3,MEDIUM
103.15,0.402,0,0,0,0.464,1.0,MEDIUM
38.86,0.254,2,1,0,0.278,1.8,LOW
134.17,0.626,2,0,0,0.178,1.8,MEDIUM
171.46,0.882,1,0,0,0.485,1.8,MEDIUM
154.69,0.809,5,0,0,0.242,1.2,HIGH
101.16,0.607,2,0,0,0.177,1.3,MEDIUM
